16;0;4;6;
5;0;15;6;
5;0;17;4;
0;1;0;25;
0;2;17;7;
4;15;1;6;
0;3;5;18;
3;20;0;3;
0;3;22;1;
4;1;1;20;
0;6;15;5;
18;4;4;0;
10;15;0;1;
13;6;3;4;
16;4;2;4;
13;9;4;0;
0;10;15;1;
4;1;17;4;
0;18;8;0;
1;4;8;13;
0;18;3;5;
0;0;22;4;
17;0;5;4;
13;2;11;0;
2;18;4;2;
0;4;13;9;
4;1;0;21;
1;17;1;7;
0;3;14;9;
0;4;6;16;
5;5;3;13;
5;8;13;0;
0;0;13;13;
0;16;1;9;
5;4;17;0;
0;6;3;17;
1;4;16;5;
1;1;9;15;
0;0;7;19;
0;7;19;0;
0;1;4;21;
0;0;23;3;
0;6;20;0;
1;0;21;4;
0;3;21;2;
2;14;5;5;
0;9;1;16;
5;14;7;0;
0;17;8;1;
0;8;4;14;
1;3;5;17;
0;13;1;12;
0;17;1;8;
0;6;16;4;
0;1;15;10;
9;3;1;13;
0;8;13;5;
1;21;2;2;
6;4;3;13;
4;16;6;0;
24;2;0;0;
10;16;0;0;
0;16;3;7;
5;17;0;4;
6;16;4;0;
7;6;13;0;
1;16;5;4;
13;3;5;5;
4;16;5;1;
0;0;18;8;
0;3;6;17;
1;6;1;18;
2;5;0;19;
0;21;0;5;
0;0;13;13;
17;5;0;4;
4;4;13;5;
0;8;2;16;
8;0;18;0;
0;4;0;22;
0;22;4;0;
6;2;3;15;
14;3;4;5;
0;0;13;13;
0;8;15;3;
0;3;17;6;
18;2;6;0;
1;17;8;0;
0;0;22;4;
4;17;5;0;
1;3;8;14;
0;1;11;14;
0;5;17;4;
1;10;13;2;
9;0;17;0;
5;4;13;4;
3;6;17;0;
0;0;26;0;
21;0;4;1;
0;6;20;0;
0;13;13;0;
1;5;18;2;
0;7;0;19;
1;20;4;1;
0;18;4;4;
0;6;19;1;
1;1;0;24;
0;8;17;1;
0;4;0;22;
0;22;0;4;
0;1;7;18;
0;0;23;3;
1;17;0;8;
0;6;17;3;
0;19;3;4;
0;1;21;4;
1;0;0;25;
0;0;6;20;
24;0;2;0;
0;19;1;6;
0;0;18;8;
5;3;17;1;
0;13;8;5;
0;0;4;22;
13;0;13;0;
4;1;5;16;
4;22;0;0;
0;0;22;4;
0;12;14;0;
0;4;5;17;
0;10;14;2;
0;9;13;4;
0;8;0;18;
1;15;9;1;
0;6;20;0;
0;5;17;4;
8;0;4;14;
0;1;14;11;
8;5;13;0;
7;0;5;14;
14;0;0;12;
1;0;8;17;
4;22;0;0;
13;4;9;0;
7;0;2;17;
0;18;0;8;
0;2;0;24;
17;1;0;8;
4;0;4;18;
0;14;1;11;
0;4;18;4;
1;21;0;4;
17;4;0;5;
0;25;1;0;
0;5;18;3;
5;17;0;4;
3;0;14;9;
1;4;17;4;
0;8;0;18;
0;6;6;14;
0;4;18;4;
0;0;19;7;
0;3;15;8;
4;4;17;1;
0;0;19;7;
1;0;14;11;
2;7;0;17;
0;6;20;0;
0;1;7;18;
2;6;17;1;
0;6;20;0;
4;3;19;0;
3;22;1;0;
4;4;18;0;
0;18;0;8;
0;18;4;4;
4;1;4;17;
0;9;17;0;
1;3;15;7;
4;2;20;0;
1;7;1;17;
0;8;5;13;
9;13;4;0;
7;3;16;0;
0;5;17;4;
7;13;3;3;
3;0;15;8;
0;5;0;21;
0;14;7;5;
0;0;1;25;
5;0;3;18;
0;4;0;22;
23;0;3;0;
0;21;1;4;
14;0;1;11;
16;0;1;9;
1;6;2;17;
0;4;19;3;
17;0;4;5;
0;8;13;5;
3;0;10;13;
4;17;4;1;
0;6;3;17;
0;0;21;5;
3;17;1;5;
15;4;3;4;
0;4;18;4;
13;7;4;2;
1;17;4;4;
0;2;13;11;
0;13;12;1;
5;4;13;4;
0;10;0;16;
4;5;0;17;
3;2;4;17;
8;1;0;17;
16;4;5;1;
5;0;16;5;
0;0;7;19;
0;14;0;12;
1;17;4;4;
0;9;17;0;
0;5;21;0;
3;3;15;5;
0;4;19;3;
0;7;17;2;
13;13;0;0;
1;19;4;2;
1;1;4;20;
14;4;8;0;
0;7;6;13;
0;12;13;1;
0;14;4;8;
0;7;17;2;
0;17;5;4;
3;23;0;0;
0;19;2;5;
7;1;17;1;
1;5;17;3;
1;20;0;5;
0;12;14;0;
4;4;15;3;
0;22;2;2;
5;17;4;0;
0;6;13;7;
21;0;4;1;
0;8;14;4;
0;5;1;20;
0;18;2;6;
2;17;5;2;
0;7;1;18;
16;0;7;3;
0;18;8;0;
2;21;3;0;
5;5;16;0;
3;10;0;13;
