0;0;8;18;
3;19;4;0;
0;0;9;17;
0;4;18;4;
0;6;20;0;
6;1;0;19;
4;0;0;22;
3;7;16;0;
0;21;4;1;
13;0;8;5;
4;4;3;15;
0;20;4;2;
0;17;1;8;
2;0;4;20;
0;18;8;0;
14;0;0;12;
0;4;18;4;
2;14;10;0;
1;4;17;4;
5;4;14;3;
0;3;0;23;
3;19;0;4;
1;0;8;17;
4;20;2;0;
3;0;17;6;
0;16;6;4;
16;0;0;10;
0;3;19;4;
9;0;17;0;
8;1;13;4;
1;8;17;0;
2;0;1;23;
0;3;15;8;
8;0;16;2;
0;0;20;6;
4;3;6;13;
4;3;6;13;
3;0;2;21;
11;0;15;0;
0;19;6;1;
0;16;8;2;
1;5;3;17;
4;0;22;0;
1;13;10;2;
18;5;0;3;
4;7;14;1;
0;17;4;5;
0;6;19;1;
22;0;4;0;
1;8;1;16;
3;19;4;0;
13;6;0;7;
7;0;4;15;
1;6;1;18;
0;20;0;6;
4;3;18;1;
0;4;4;18;
13;9;0;4;
0;7;19;0;
0;5;4;17;
4;5;13;4;
3;1;9;13;
1;4;18;3;
5;4;0;17;
0;0;13;13;
0;4;20;2;
12;14;0;0;
4;1;8;13;
5;1;0;20;
7;0;16;3;
0;19;2;5;
0;18;0;8;
4;4;14;4;
13;3;4;6;
1;6;0;19;
4;0;17;5;
12;14;0;0;
3;1;8;14;
0;15;8;3;
0;22;4;0;
0;5;7;14;
0;8;13;5;
13;0;0;13;
4;17;0;5;
1;7;0;18;
2;14;0;10;
0;7;16;3;
0;15;7;4;
1;5;18;2;
6;13;2;5;
5;4;17;0;
2;0;16;8;
2;0;20;4;
26;0;0;0;
20;0;4;2;
1;17;7;1;
0;7;19;0;
14;2;7;3;
3;6;17;0;
14;4;4;4;
13;13;0;0;
17;2;4;3;
3;6;0;17;
16;5;4;1;
1;3;18;4;
0;0;4;22;
4;0;6;16;
0;1;19;6;
4;4;14;4;
3;13;0;10;
1;24;1;0;
3;19;4;0;
4;5;0;17;
13;9;4;0;
0;0;26;0;
0;0;9;17;
0;0;9;17;
0;5;21;0;
8;14;4;0;
0;8;18;0;
4;21;1;0;
0;6;13;7;
0;15;8;3;
6;5;0;15;
17;8;1;0;
8;4;13;1;
0;19;4;3;
13;1;4;8;
0;0;8;18;
8;1;17;0;
16;4;2;4;
0;14;5;7;
14;8;0;4;
0;19;6;1;
1;18;7;0;
4;19;3;0;
0;2;10;14;
0;7;0;19;
1;19;2;4;
13;0;0;13;
4;5;14;3;
0;2;6;18;
1;3;18;4;
4;4;3;15;
7;14;5;0;
0;1;24;1;
0;21;1;4;
4;18;4;0;
4;0;21;1;
0;8;0;18;
0;16;5;5;
0;15;11;0;
5;0;3;18;
4;18;0;4;
0;15;8;3;
17;4;5;0;
8;4;14;0;
