3;4;3;16;
3;8;0;15;
0;1;21;4;
13;13;0;0;
0;5;4;17;
2;0;24;0;
4;19;0;3;
0;5;13;8;
1;4;16;5;
0;0;13;13;
7;1;4;14;
0;4;19;3;
1;18;2;5;
3;2;13;8;
0;22;1;3;
5;4;0;17;
0;4;22;0;
0;17;0;9;
0;3;17;6;
5;17;0;4;
3;18;4;1;
4;13;5;4;
0;16;1;9;
17;1;4;4;
0;6;16;4;
2;11;13;0;
5;0;13;8;
2;6;14;4;
17;0;6;3;
4;16;0;6;
0;18;4;4;
0;6;20;0;
0;13;5;8;
0;17;0;9;
0;13;0;13;
5;7;13;1;
13;2;4;7;
0;6;7;13;
2;18;5;1;
0;17;3;6;
0;13;13;0;
4;17;5;0;
1;23;0;2;
8;0;13;5;
1;5;20;0;
0;6;20;0;
0;5;5;16;
8;0;18;0;
0;23;2;1;
0;8;15;3;
0;6;0;20;
1;14;7;4;
0;0;18;8;
4;1;5;16;
3;15;8;0;
0;7;0;19;
0;9;0;17;
18;0;0;8;
5;0;17;4;
18;7;1;0;
1;4;4;17;
3;1;9;13;
0;6;16;4;
26;0;0;0;
1;0;6;19;
3;18;1;4;
0;22;4;0;
3;0;7;16;
0;0;7;19;
1;22;2;1;
0;17;3;6;
13;7;4;2;
0;6;15;5;
0;16;6;4;
0;0;24;2;
2;9;15;0;
5;0;17;4;
0;21;5;0;
0;16;10;0;
0;16;8;2;
4;5;13;4;
0;22;2;2;
0;0;19;7;
0;18;8;0;
0;0;3;23;
1;10;14;1;
1;16;1;8;
0;15;1;10;
0;4;14;8;
0;3;1;22;
0;0;3;23;
23;0;2;1;
3;19;4;0;
1;5;6;14;
0;26;0;0;
14;6;6;0;
0;14;2;10;
0;10;14;2;
0;21;4;1;
4;18;4;0;
2;13;6;5;
18;0;0;8;
0;8;0;18;
4;5;1;16;
0;3;23;0;
1;1;19;5;
8;0;18;0;
3;14;4;5;
5;17;4;0;
4;0;3;19;
7;0;5;14;
0;23;3;0;
1;0;3;22;
0;15;3;8;
0;25;0;1;
0;13;6;7;
4;0;2;20;
0;5;4;17;
0;17;2;7;
0;4;9;13;
8;0;14;4;
2;8;2;14;
1;15;4;6;
0;16;0;10;
0;6;13;7;
13;4;9;0;
1;0;24;1;
0;22;4;0;
0;1;8;17;
13;7;6;0;
6;15;0;5;
4;4;14;4;
0;6;13;7;
5;13;0;8;
0;7;2;17;
1;21;0;4;
2;13;1;10;
0;5;7;14;
0;13;7;6;
1;6;18;1;
1;4;14;7;
0;25;0;1;
4;0;4;18;
0;4;19;3;
1;7;17;1;
0;25;0;1;
0;5;4;17;
0;17;8;1;
9;0;0;17;
0;19;7;0;
0;14;5;7;
0;4;3;19;
1;18;4;3;
0;16;8;2;
0;8;1;17;
0;17;6;3;
1;21;4;0;
0;15;8;3;
0;2;9;15;
0;1;20;5;
13;8;1;4;
0;0;18;8;
0;5;17;4;
0;14;10;2;
0;1;17;8;
7;0;6;13;
0;8;17;1;
3;5;0;18;
2;3;20;1;
1;4;17;4;
0;20;4;2;
0;6;13;7;
1;0;18;7;
0;5;21;0;
0;6;6;14;
0;4;17;5;
0;2;2;22;
0;6;0;20;
0;14;9;3;
0;8;13;5;
0;0;6;20;
0;26;0;0;
3;7;3;13;
3;13;0;10;
0;12;14;0;
0;0;13;13;
2;0;17;7;
11;2;13;0;
1;3;16;6;
0;0;26;0;
0;10;0;16;
0;21;4;1;
3;22;0;1;
0;10;16;0;
1;8;0;17;
4;20;0;2;
6;2;17;1;
13;0;1;12;
0;4;16;6;
0;18;4;4;
0;18;1;7;
0;15;8;3;
13;3;1;9;
0;19;0;7;
1;5;0;20;
0;2;16;8;
4;4;18;0;
0;14;9;3;
0;4;18;4;
0;21;4;1;
0;2;14;10;
1;7;14;4;
0;18;8;0;
0;4;2;20;
0;7;15;4;
13;5;1;7;
14;0;2;10;
0;0;17;9;
0;0;0;26;
0;11;0;15;
1;8;16;1;
14;4;4;4;
0;4;4;18;
