21;0;5;0;
1;0;21;4;
14;9;0;3;
10;0;13;3;
0;0;10;16;
4;17;4;1;
6;5;13;2;
10;16;0;0;
6;3;0;17;
4;5;1;16;
2;14;6;4;
4;14;0;8;
12;0;14;0;
6;20;0;0;
4;4;17;1;
22;3;1;0;
0;17;5;4;
7;0;17;2;
9;13;4;0;
16;1;0;9;
9;13;0;4;
10;13;3;0;
7;14;5;0;
1;0;6;19;
6;17;0;3;
17;0;6;3;
5;13;7;1;
16;5;3;2;
10;13;3;0;
4;18;4;0;
7;13;4;2;
2;5;15;4;
13;0;13;0;
4;3;13;6;
4;9;13;0;
22;1;0;3;
8;0;18;0;
4;14;0;8;
19;0;5;2;
4;8;0;14;
4;16;1;5;
0;0;18;8;
0;13;0;13;
0;0;0;26;
14;2;6;4;
4;5;13;4;
23;1;2;0;
6;20;0;0;
9;0;4;13;
11;0;2;13;
2;4;20;0;
0;8;18;0;
9;0;17;0;
4;18;0;4;
0;0;10;16;
1;4;13;8;
16;4;2;4;
2;10;13;1;
17;9;0;0;
16;3;7;0;
6;7;13;0;
5;3;5;13;
1;0;25;0;
3;2;21;0;
4;0;9;13;
6;4;3;13;
8;4;13;1;
5;21;0;0;
4;5;13;4;
2;11;13;0;
2;16;0;8;
5;0;2;19;
20;1;4;1;
24;0;2;0;
26;0;0;0;
4;7;13;2;
0;3;18;5;
4;4;17;1;
7;13;4;2;
19;1;0;6;
18;4;4;0;
9;17;0;0;
2;17;0;7;
20;0;5;1;
13;5;4;4;
21;0;4;1;
5;5;3;13;
19;4;0;3;
22;0;0;4;
18;4;4;0;
13;2;8;3;
4;17;0;5;
10;2;0;14;
4;0;5;17;
0;4;13;9;
18;3;5;0;
13;11;2;0;
17;1;0;8;
4;1;17;4;
2;7;4;13;
5;0;1;20;
4;0;21;1;
5;13;8;0;
3;6;17;0;
1;6;14;5;
4;6;2;14;
16;2;5;3;
13;5;4;4;
18;7;0;1;
5;0;8;13;
17;0;8;1;
