6;0;0;20;
3;0;5;18;
19;0;0;7;
15;7;4;0;
4;0;3;19;
4;0;22;0;
4;4;0;18;
17;0;5;4;
0;13;8;5;
14;4;0;8;
6;3;17;0;
1;4;7;14;
0;5;8;13;
3;14;9;0;
0;13;13;0;
13;0;7;6;
0;7;19;0;
3;22;0;1;
0;6;7;13;
3;13;6;4;
4;4;18;0;
4;17;5;0;
1;1;20;4;
7;13;5;1;
16;0;4;6;
6;0;17;3;
5;1;18;2;
5;18;3;0;
2;4;2;18;
4;13;0;9;
21;0;4;1;
4;0;21;1;
14;0;1;11;
17;4;2;3;
1;1;17;7;
3;15;2;6;
5;18;0;3;
3;1;19;3;
1;0;5;20;
6;2;18;0;
13;0;4;9;
0;6;19;1;
16;1;4;5;
6;0;20;0;
4;0;2;20;
19;4;2;1;
20;1;5;0;
13;12;1;0;
3;18;0;5;
4;18;3;1;
0;9;14;3;
0;13;6;7;
1;0;4;21;
0;6;16;4;
19;0;7;0;
7;0;13;6;
17;5;0;4;
1;20;5;0;
22;0;4;0;
1;24;1;0;
0;0;7;19;
3;0;18;5;
2;4;16;4;
3;22;0;1;
15;3;1;7;
0;14;5;7;
4;21;0;1;
1;21;4;0;
4;4;17;1;
12;0;14;0;
4;0;15;7;
4;0;13;9;
5;0;0;21;
19;1;3;3;
4;5;17;0;
18;2;0;6;
5;2;15;4;
17;0;7;2;
16;0;0;10;
23;0;3;0;
10;15;1;0;
7;1;13;5;
4;0;3;19;
4;18;0;4;
8;1;17;0;
2;19;1;4;
1;0;2;23;
1;3;4;18;
1;0;23;2;
24;0;2;0;
5;16;1;4;
0;19;4;3;
22;1;3;0;
4;2;13;7;
0;4;9;13;
17;3;4;2;
15;0;4;7;
2;16;0;8;
4;21;0;1;
2;18;0;6;
1;3;6;16;
4;1;14;7;
0;4;0;22;
0;0;24;2;
18;7;0;1;
14;1;0;11;
1;15;4;6;
13;6;7;0;
0;18;2;6;
13;5;7;1;
5;15;4;2;
0;7;5;14;
5;18;0;3;
3;0;20;3;
0;8;0;18;
0;13;6;7;
16;1;4;5;
4;14;8;0;
4;0;21;1;
